246	243
246	60
246	240
246	242
246	241
246	239
246	244
246	245
75	27
75	78
75	61
75	65
75	77
75	71
75	69
75	83
75	4
75	49
75	48
75	72
75	55
75	74
75	82
75	66
75	76
75	52
75	79
75	80
75	60
75	68
75	53
75	70
75	62
75	51
75	73
75	54
75	59
75	81
75	63
75	58
75	64
75	57
75	67
75	56
75	50
398	399
300	310
300	273
300	305
300	304
300	302
300	299
32	27
32	11
32	30
32	18
32	16
32	44
32	36
32	20
32	4
32	2
32	22
32	21
32	34
32	29
32	6
32	3
32	45
32	42
32	13
32	5
32	35
32	26
32	25
32	12
32	15
32	8
32	47
32	23
32	39
32	24
32	38
32	28
32	10
32	14
32	41
32	43
32	19
32	9
32	31
32	40
32	37
32	7
32	46
32	17
32	33
32	1
252	255
252	251
252	249
252	168
252	250
252	254
252	253
252	248
402	255
283	281
283	401
283	282
283	396
283	291
283	386
283	280
283	290
283	279
283	395
283	400
283	387
283	278
359	353
359	354
359	358
392	385
392	391
27	78
27	11
27	61
27	65
27	30
27	77
27	18
27	16
27	44
27	71
27	36
27	20
27	69
27	83
27	4
27	2
27	49
27	22
27	21
27	48
27	34
27	72
27	29
27	55
27	6
27	3
27	74
27	82
27	45
27	42
27	66
27	76
27	13
27	5
27	52
27	35
27	26
27	25
27	79
27	80
27	12
27	60
27	68
27	15
27	53
27	8
27	70
27	62
27	47
27	51
27	73
27	23
27	39
27	24
27	38
27	54
27	28
27	10
27	14
27	41
27	59
27	43
27	81
27	19
27	9
27	63
27	31
27	40
27	58
27	64
27	37
27	57
27	67
27	56
27	7
27	50
27	46
27	17
27	33
27	1
78	61
78	65
78	77
78	71
78	69
78	83
78	4
78	49
78	48
78	72
78	55
78	74
78	82
78	66
78	76
78	52
78	79
78	80
78	60
78	68
78	53
78	70
78	62
78	51
78	73
78	54
78	59
78	81
78	63
78	58
78	64
78	57
78	67
78	56
78	50
317	21
317	170
317	319
317	176
317	320
11	30
11	18
11	16
11	44
11	36
11	20
11	4
11	2
11	22
11	21
11	34
11	29
11	6
11	3
11	45
11	42
11	13
11	5
11	35
11	26
11	25
11	12
11	15
11	8
11	47
11	23
11	39
11	24
11	38
11	28
11	10
11	14
11	41
11	43
11	19
11	9
11	31
11	40
11	37
11	7
11	46
11	17
11	33
11	1
148	147
148	143
148	124
148	144
148	112
148	155
148	150
148	151
148	152
148	149
148	146
148	145
148	115
148	117
148	153
148	154
61	65
61	77
61	71
61	69
61	83
61	4
61	49
61	48
61	72
61	55
61	74
61	82
61	66
61	76
61	52
61	79
61	80
61	60
61	68
61	53
61	70
61	62
61	51
61	73
61	54
61	59
61	81
61	63
61	58
61	64
61	57
61	67
61	56
61	50
96	89
96	101
96	49
96	104
96	86
96	85
96	102
96	92
96	99
96	88
96	84
96	93
96	100
96	94
96	105
96	106
96	90
96	87
96	95
96	103
96	91
96	98
96	97
65	77
65	71
65	69
65	83
65	4
65	49
65	48
65	72
65	55
65	74
65	82
65	66
65	76
65	52
65	79
65	80
65	60
65	68
65	53
65	70
65	62
65	51
65	73
65	54
65	59
65	81
65	63
65	58
65	64
65	57
65	67
65	56
65	50
147	143
147	124
147	144
147	112
147	155
147	150
147	151
147	152
147	149
147	146
147	145
147	115
147	117
147	153
147	154
166	158
166	165
166	161
166	162
166	167
166	164
166	159
166	160
166	168
166	157
166	163
166	117
166	156
351	349
351	362
351	348
30	18
