,Source,Target
0,177,63
1,177,174
2,177,85
3,177,27
4,177,11
5,177,200
6,177,112
7,177,131
8,177,25
9,177,78
10,177,44
11,177,106
12,177,154
13,52,71
14,52,29
15,52,144
16,52,70
17,52,32
18,52,42
19,52,1
20,52,204
21,52,183
22,52,147
23,52,13
24,52,14
25,52,181
26,52,179
27,52,53
28,52,195
29,52,188
30,52,34
31,52,67
32,52,35
33,52,15
34,52,88
35,52,168
36,52,123
37,52,39
38,52,173
39,52,20
40,52,137
41,52,17
42,52,86
43,52,56
44,52,196
45,52,126
46,52,47
47,52,140
48,52,201
49,52,157
50,52,192
51,52,48
52,52,80
53,52,109
54,52,202
55,52,208
56,52,139
57,52,21
58,52,159
59,63,177
60,63,174
61,63,85
62,63,27
63,63,11
64,63,200
65,63,112
66,63,131
67,63,25
68,63,78
69,63,44
70,63,106
71,63,154
72,197,27
73,197,187
74,197,186
75,197,16
76,197,113
77,197,164
78,197,84
79,165,69
80,165,77
81,165,81
82,165,45
83,165,119
84,165,73
85,165,41
86,165,26
87,165,122
88,150,68
89,150,185
90,150,136
91,150,125
92,150,79
93,150,74
94,150,116
95,150,93
96,71,52
97,71,29
98,71,144
99,71,70
100,71,32
101,71,42
102,71,1
103,71,204
104,71,183
105,71,147
106,71,13
107,71,14
108,71,181
109,71,179
110,71,53
111,71,195
112,71,188
113,71,34
114,71,67
115,71,35
116,71,15
117,71,88
118,71,168
119,71,123
120,71,39
121,71,173
122,71,20
123,71,137
124,71,17
125,71,86
126,71,56
127,71,196
128,71,126
129,71,47
130,71,140
131,71,201
132,71,157
133,71,192
134,71,48
135,71,80
136,71,109
137,71,202
138,71,208
139,71,139
140,71,21
141,71,159
142,167,147
143,167,156
144,167,43
145,167,199
146,29,52
147,29,71
148,29,144
149,29,70
150,29,32
151,29,42
152,29,1
153,29,204
154,29,183
155,29,147
156,29,13
157,29,14
158,29,181
159,29,179
160,29,53
161,29,195
162,29,188
163,29,34
164,29,67
165,29,35
166,29,15
167,29,88
168,29,168
169,29,123
170,29,39
171,29,173
172,29,20
173,29,137
174,29,17
175,29,86
176,29,56
177,29,196
178,29,126
179,29,47
180,29,140
181,29,201
182,29,157
183,29,192
184,29,48
185,29,80
186,29,109
187,29,202
188,29,208
189,29,139
190,29,21
191,29,159
192,50,118
193,50,64
194,50,59
195,50,207
196,50,66
197,50,169
198,30,141
199,30,92
200,30,135
201,30,60
202,30,31
203,54,76
204,54,67
205,54,91
206,54,127
207,54,175
208,54,110
209,69,165
210,69,77
211,69,81
212,69,45
213,69,119
214,69,73
215,69,41
216,69,26
217,69,122
218,144,52
219,144,71
220,144,29
221,144,70
222,144,32
223,144,42
224,144,1
225,144,204
226,144,183
227,144,147
228,144,13
229,144,14
230,144,181
231,144,179
232,144,53
233,144,195
234,144,188
235,144,34
236,144,67
237,144,35
238,144,15
239,144,88
240,144,168
241,144,123
242,144,39
243,144,173
244,144,20
245,144,137
246,144,17
247,144,86
248,144,56
249,144,196
250,144,126
251,144,47
252,144,140
253,144,201
254,144,157
255,144,192
256,144,48
257,144,80
258,144,109
259,144,202
260,144,208
261,144,139
262,144,21
263,144,159
264,118,50
265,118,64
266,118,59
267,118,207
268,118,66
269,118,169
270,176,134
271,176,40
272,176,18
273,176,12
274,176,75
275,176,193
276,176,146
277,176,192
278,174,177
279,174,63
280,174,85
281,174,27
282,174,11
283,174,200
284,174,112
285,174,131
286,174,25
287,174,78
288,174,44
289,174,106
290,174,154
291,87,55
292,87,172
293,70,52
294,70,71
295,70,29
296,70,144
297,70,32
298,70,42
299,70,1
300,70,204
301,70,183
302,70,147
303,70,13
304,70,14
305,70,181
306,70,179
307,70,53
308,70,195
309,70,188
310,70,34
311,70,67
312,70,35
313,70,15
314,70,88
315,70,168
316,70,123
317,70,39
318,70,173
319,70,20
320,70,137
321,70,17
322,70,86
323,70,56
324,70,196
325,70,126
326,70,47
327,70,140
328,70,201
329,70,157
330,70,192
331,70,48
332,70,80
333,70,109
334,70,202
335,70,208
336,70,139
337,70,21
338,70,159
339,32,52
340,32,71
341,32,29
342,32,144
343,32,70
344,32,42
345,32,1
346,32,204
347,32,170
348,32,117
349,32,61
350,32,183
351,32,147
352,32,13
353,32,14
354,32,145
355,32,181
356,32,179
357,32,72
358,32,53
359,32,195
360,32,188
361,32,34
362,32,67
363,32,171
364,32,35
365,32,15
366,32,88
367,32,168
368,32,123
369,32,39
370,32,173
371,32,20
372,32,190
373,32,137
374,32,17
375,32,86
376,32,56
377,32,196
