,Source,Target
0,130,40
1,130,129
2,130,58
3,130,18
4,130,9
5,130,145
6,130,81
7,130,99
8,130,16
9,130,52
10,130,28
11,130,76
12,130,114
13,40,130
14,40,129
15,40,58
16,40,18
17,40,9
18,40,145
19,40,81
20,40,99
21,40,16
22,40,52
23,40,28
24,40,76
25,40,114
26,142,18
27,142,136
28,142,135
29,142,10
30,142,82
31,142,122
32,142,57
33,123,46
34,123,51
35,123,54
36,123,29
37,123,88
38,123,48
39,123,26
40,123,17
41,123,91
42,110,45
43,110,134
44,110,103
45,110,94
46,110,53
47,110,49
48,110,85
49,110,63
50,125,107
51,125,116
52,125,27
53,125,144
54,32,87
55,32,41
56,32,37
57,32,149
58,32,43
59,32,126
60,20,105
61,20,62
62,20,102
63,20,38
64,20,21
65,34,50
66,34,44
67,34,95
68,34,79
69,46,123
70,46,51
71,46,54
72,46,29
73,46,88
74,46,48
75,46,26
76,46,17
77,46,91
78,87,32
79,87,41
80,87,37
81,87,149
82,87,43
83,87,126
84,129,130
85,129,40
86,129,58
87,129,18
88,129,9
89,129,145
90,129,81
91,129,99
92,129,16
93,129,52
94,129,28
95,129,76
96,129,114
97,59,35
98,59,128
99,22,86
100,22,47
101,22,127
102,22,138
103,22,12
104,22,7
105,22,140
106,22,93
107,22,78
108,22,96
109,131,115
110,131,27
111,131,72
112,131,144
113,104,47
114,104,84
115,104,30
116,104,70
117,104,1
118,104,36
119,66,19
120,66,75
121,66,1
122,97,44
123,97,118
124,97,79
125,101,147
126,101,11
127,101,23
128,101,133
129,101,146
130,51,123
131,51,46
132,51,54
133,51,29
134,51,88
135,51,48
136,51,26
137,51,17
138,51,91
139,58,130
140,58,40
141,58,129
142,58,18
143,58,9
144,58,145
145,58,81
146,58,99
147,58,16
148,58,52
149,58,28
150,58,76
151,58,114
152,41,32
153,41,87
154,41,37
155,41,149
156,41,43
157,41,126
158,124,109
159,54,123
160,54,46
161,54,51
162,54,29
163,54,88
164,54,48
165,54,26
166,54,17
167,54,91
168,18,130
169,18,40
170,18,142
171,18,129
172,18,58
173,18,111
174,18,89
175,18,69
176,18,8
177,18,9
178,18,136
179,18,145
180,18,135
181,18,81
182,18,10
183,18,82
184,18,122
185,18,99
186,18,112
187,18,1
188,18,16
189,18,52
190,18,28
191,18,76
192,18,42
193,18,114
194,18,57
195,18,65
196,45,110
197,45,134
198,45,103
199,45,94
200,45,53
201,45,49
202,45,85
203,45,63
204,86,22
205,86,47
206,86,127
207,86,138
208,86,12
209,86,7
210,86,140
211,86,93
212,86,78
213,86,96
214,29,123
215,29,46
216,29,51
217,29,54
218,29,88
219,29,48
220,29,26
221,29,17
222,29,91
223,107,125
224,107,116
225,107,27
226,107,144
227,31,117
228,31,90
229,31,33
230,31,44
231,31,132
232,31,26
233,31,3
234,31,5
235,31,137
236,88,123
237,88,46
238,88,51
239,88,54
240,88,29
241,88,48
242,88,26
243,88,17
244,88,91
245,111,18
246,111,89
247,111,69
248,111,8
249,111,112
250,111,1
251,111,42
252,111,65
253,89,18
254,89,111
255,89,69
256,89,8
257,89,112
258,89,1
259,89,42
260,89,65
261,37,32
262,37,87
263,37,41
264,37,149
265,37,43
266,37,126
267,83,121
268,83,143
269,83,138
270,83,71
271,24,80
272,24,2
273,24,39
274,24,92
275,24,108
276,24,120
277,117,31
278,117,90
279,117,33
280,117,44
281,117,132
282,117,26
283,117,3
284,117,5
285,117,137
286,69,18
287,69,111
288,69,89
289,69,8
290,69,112
291,69,1
292,69,42
293,69,65
294,47,22
295,47,104
296,47,86
297,47,84
298,47,127
299,47,30
300,47,70
301,47,138
302,47,12
303,47,1
304,47,7
305,47,36
306,47,140
307,47,93
308,47,78
309,47,96
310,115,131
311,115,27
312,115,72
313,115,144
314,19,66
315,19,75
316,19,1
317,4,98
318,4,15
319,8,18
320,8,111
321,8,89
322,8,69
323,8,112
324,8,1
325,8,42
326,8,65
327,121,83
328,121,143
329,121,138
330,121,71
331,148,2
332,148,13
333,148,106
334,148,61
335,148,56
336,148,73
337,148,64
338,90,31
339,90,117
340,90,33
341,90,44
342,90,132
343,90,26
344,90,3
345,90,5
346,90,137
347,9,130
348,9,40
349,9,129
350,9,58
351,9,18
352,9,145
353,9,81
354,9,99
355,9,16
356,9,52
357,9,28
358,9,76
359,9,114
360,80,24
361,80,2
362,80,39
363,80,92
364,80,108
365,80,120
366,136,142
367,136,18
368,136,135
369,136,10
370,136,82
