,Source,Target
0,56,44
1,56,42
2,56,39
3,56,30
4,56,16
5,56,11
6,56,41
7,68,14
8,68,38
9,68,34
10,68,28
11,68,36
12,68,29
13,68,26
14,68,55
15,13,60
16,13,6
17,13,62
18,13,58
19,46,49
20,43,1
21,43,24
22,50,20
23,50,18
24,50,22
25,50,47
26,50,35
27,50,19
28,50,52
29,50,25
30,50,8
31,50,27
32,32,4
33,32,62
34,32,69
35,32,58
36,37,18
37,37,17
38,37,67
39,37,65
40,37,7
41,37,5
42,59,45
43,59,2
44,59,7
45,12,66
46,44,56
47,44,70
48,44,21
49,44,64
50,44,23
51,44,42
52,44,39
53,44,30
54,44,16
55,44,11
56,44,31
57,44,7
58,44,9
59,44,41
60,44,57
61,14,68
62,14,38
63,14,34
64,14,28
65,14,36
66,14,29
67,14,26
68,14,55
69,20,50
70,20,18
71,20,22
72,20,47
73,20,35
74,20,19
75,20,52
76,20,25
77,20,8
78,20,27
79,60,13
80,60,6
81,60,62
82,60,58
83,70,44
84,70,21
85,70,64
86,70,23
87,70,31
88,70,7
89,70,9
90,70,57
91,21,44
92,21,70
93,21,64
94,21,23
95,21,31
96,21,7
97,21,9
98,21,57
99,64,44
100,64,70
101,64,21
102,64,23
103,64,31
104,64,7
105,64,9
106,64,57
107,18,50
108,18,37
109,18,20
110,18,17
111,18,22
112,18,67
113,18,65
114,18,47
115,18,35
116,18,7
117,18,19
118,18,5
119,18,52
120,18,25
121,18,8
122,18,27
123,4,32
124,4,62
125,4,69
126,4,58
127,45,59
128,45,2
129,45,7
130,23,44
131,23,70
132,23,21
133,23,64
134,23,31
135,23,7
136,23,9
137,23,57
138,42,56
139,42,44
140,42,39
141,42,30
142,42,16
143,42,11
144,42,41
145,17,37
146,17,18
147,17,67
148,17,65
149,17,7
150,17,5
151,54,40
152,54,63
153,54,71
154,51,72
155,51,15
156,1,43
157,1,24
158,72,51
159,72,15
160,40,54
161,40,63
162,40,71
163,22,50
164,22,20
165,22,18
166,22,47
167,22,35
168,22,19
169,22,52
170,22,25
171,22,8
172,22,27
173,39,56
174,39,44
175,39,42
176,39,30
177,39,16
178,39,11
179,39,41
180,6,13
181,6,60
182,6,62
183,6,58
184,61,24
185,24,43
186,24,1
187,24,61
188,63,54
189,63,40
190,63,71
191,2,59
192,2,45
193,2,7
194,38,68
195,38,14
196,38,34
197,38,28
198,38,36
199,38,29
200,38,26
201,38,55
202,10,33
203,10,48
204,10,53
205,67,37
206,67,18
207,67,17
208,67,65
209,67,7
210,67,5
211,33,10
212,33,48
213,33,53
214,62,13
215,62,32
216,62,60
217,62,4
218,62,6
219,62,69
220,62,58
221,65,37
222,65,18
223,65,17
224,65,67
225,65,7
226,65,5
227,47,50
228,47,20
229,47,18
230,47,22
231,47,35
232,47,19
233,47,52
234,47,25
235,47,8
236,47,27
237,30,56
238,30,44
239,30,42
240,30,39
241,30,16
242,30,11
243,30,41
244,16,56
245,16,44
246,16,42
247,16,39
248,16,30
249,16,11
250,16,41
251,34,68
252,34,14
253,34,38
254,34,28
255,34,36
256,34,29
257,34,26
258,34,55
259,15,51
260,15,72
261,11,56
262,11,44
263,11,42
264,11,39
265,11,30
266,11,16
267,11,41
268,48,10
269,48,33
270,48,53
271,28,68
272,28,14
273,28,38
274,28,34
275,28,36
276,28,29
277,28,26
278,28,55
279,36,68
280,36,14
281,36,38
282,36,34
283,36,28
284,36,29
285,36,26
286,36,55
287,53,10
288,53,33
289,53,48
290,31,44
291,31,70
292,31,21
293,31,64
294,31,23
295,31,7
296,31,9
297,31,57
298,35,50
299,35,20
300,35,18
301,35,22
302,35,47
303,35,19
304,35,52
305,35,25
306,35,8
307,35,27
308,7,37
309,7,59
310,7,44
311,7,70
312,7,21
313,7,64
314,7,18
315,7,45
316,7,23
317,7,17
318,7,2
319,7,67
320,7,65
321,7,31
322,7,5
323,7,9
324,7,3
325,7,57
326,69,32
327,69,4
328,69,62
329,69,58
330,19,50
331,19,20
332,19,18
333,19,22
334,19,47
335,19,35
336,19,52
337,19,25
338,19,8
339,19,27
340,5,37
341,5,18
342,5,17
343,5,67
344,5,65
345,5,7
346,71,54
347,71,40
348,71,63
349,58,13
350,58,32
351,58,60
352,58,4
353,58,6
354,58,62
355,58,69
356,52,50
357,52,20
358,52,18
359,52,22
360,52,47
361,52,35
362,52,19
363,52,25
364,52,8
365,52,27
366,9,44
367,9,70
368,9,21
369,9,64
370,9,23
371,9,31
372,9,7
373,9,57
374,29,68
375,29,14
376,29,38
377,29,34
378,29,28
379,29,36
380,29,26
381,29,55
382,25,50
383,25,20
384,25,18
385,25,22
386,25,47
387,25,35
388,25,19
389,25,52
390,25,8
391,25,27
392,66,12
393,3,7
394,26,68
395,26,14
396,26,38
397,26,34
398,26,28
399,26,36
400,26,29
401,26,55
402,41,56
403,41,44
404,41,42
405,41,39
406,41,30
407,41,16
408,41,11
409,57,44
410,57,70
411,57,21
412,57,64
413,57,23
414,57,31
415,57,7
416,57,9
417,8,50
418,8,20
419,8,18
420,8,22
421,8,47
422,8,35
423,8,19
424,8,52
425,8,25
426,8,27
427,55,68
428,55,14
429,55,38
430,55,34
431,55,28
432,55,36
433,55,29
434,55,26
435,27,50
436,27,20
437,27,18
438,27,22
439,27,47
440,27,35
441,27,19
442,27,52
443,27,25
444,27,8
445,49,46
