,Source,Target
0,18,1
1,18,12
2,23,10
3,23,8
4,23,11
5,23,20
6,23,16
7,23,9
8,23,24
9,23,13
10,23,4
11,23,14
12,27,19
13,27,2
14,27,3
15,6,30
16,10,23
17,10,8
18,10,11
19,10,20
20,10,16
21,10,9
22,10,24
23,10,13
24,10,4
25,10,14
26,8,23
27,8,10
28,8,11
29,8,20
30,8,16
31,8,9
32,8,24
33,8,13
34,8,4
35,8,14
36,19,27
37,19,2
38,19,3
39,26,17
40,26,29
41,26,31
42,22,32
43,22,7
44,1,18
45,1,12
46,32,22
47,32,7
48,17,26
49,17,29
50,17,31
51,11,23
52,11,10
53,11,8
54,11,20
55,11,16
56,11,9
57,11,24
58,11,13
59,11,4
60,11,14
61,28,12
62,12,18
63,12,1
64,12,28
65,29,26
66,29,17
67,29,31
68,2,27
69,2,19
70,2,3
71,5,15
72,5,21
73,5,25
74,15,5
75,15,21
76,15,25
77,20,23
78,20,10
79,20,8
80,20,11
81,20,16
82,20,9
83,20,24
84,20,13
85,20,4
86,20,14
87,7,22
88,7,32
89,21,5
90,21,15
91,21,25
92,25,5
93,25,15
94,25,21
95,16,23
96,16,10
97,16,8
98,16,11
99,16,20
100,16,9
101,16,24
102,16,13
103,16,4
104,16,14
105,3,27
106,3,19
107,3,2
108,9,23
109,9,10
110,9,8
111,9,11
112,9,20
113,9,16
114,9,24
115,9,13
116,9,4
117,9,14
118,31,26
119,31,17
120,31,29
121,24,23
122,24,10
123,24,8
124,24,11
125,24,20
126,24,16
127,24,9
128,24,13
129,24,4
130,24,14
131,13,23
132,13,10
133,13,8
134,13,11
135,13,20
136,13,16
137,13,9
138,13,24
139,13,4
140,13,14
141,30,6
142,4,23
143,4,10
144,4,8
145,4,11
146,4,20
147,4,16
148,4,9
149,4,24
150,4,13
151,4,14
152,14,23
153,14,10
154,14,8
155,14,11
156,14,20
157,14,16
158,14,9
159,14,24
160,14,13
161,14,4
