,Source,Target
0,227,150
1,227,160
2,330,21
3,330,79
4,330,293
5,330,196
6,330,7
7,330,266
8,330,142
9,330,58
10,330,194
11,330,215
12,330,13
13,330,47
14,330,317
15,28,81
16,28,100
17,28,168
18,28,83
19,28,182
20,28,34
21,28,95
22,124,151
23,124,44
24,124,318
25,124,326
26,124,101
27,124,138
28,124,4
29,124,257
30,124,195
31,124,109
32,124,314
33,124,105
34,124,254
35,124,67
36,124,241
37,124,249
38,124,106
39,124,240
40,124,217
41,124,125
42,124,98
43,124,5
44,124,49
45,124,155
46,124,233
47,205,285
48,205,197
49,205,313
50,205,212
51,205,198
52,205,120
53,205,2
54,205,339
55,205,84
56,205,69
57,205,102
58,205,188
59,205,332
60,205,258
61,205,17
62,205,336
63,205,335
64,205,199
65,205,284
66,205,11
67,205,103
68,205,39
69,205,76
70,205,309
71,205,201
72,205,325
73,205,108
74,205,242
75,205,271
76,205,38
77,205,18
78,205,89
79,205,54
80,205,14
81,205,154
82,205,93
83,205,166
84,205,264
85,205,203
86,205,32
87,205,228
88,205,267
89,205,341
90,205,61
91,205,192
92,205,251
93,21,330
94,21,79
95,21,293
96,21,196
97,21,7
98,21,266
99,21,142
100,21,58
101,21,194
102,21,215
103,21,13
104,21,47
105,21,317
106,151,124
107,151,44
108,151,318
109,151,326
110,151,101
111,151,138
112,151,4
113,151,257
114,151,195
115,151,109
116,151,314
117,151,105
118,151,254
119,151,67
120,151,241
121,151,106
122,151,240
123,151,217
124,151,125
125,151,5
126,151,49
127,151,155
128,151,233
129,90,196
130,90,86
131,90,260
132,90,104
133,90,143
134,90,167
135,90,128
136,173,178
137,173,10
138,173,61
139,253,126
140,253,290
141,253,33
142,253,121
143,253,146
144,253,286
145,253,119
146,253,274
147,253,308
148,297,247
149,297,206
150,297,268
151,297,306
152,297,218
153,297,278
154,297,25
155,297,127
156,297,170
157,297,114
158,297,82
159,297,64
160,223,244
161,223,98
162,287,29
163,287,323
164,287,214
165,287,265
166,287,27
167,315,211
168,315,334
169,315,59
170,315,55
171,315,292
172,315,30
173,315,145
174,315,222
175,285,205
176,285,197
177,285,313
178,285,212
179,285,198
180,285,120
181,285,2
182,285,339
183,285,84
184,285,69
185,285,102
186,285,188
187,285,332
188,285,258
189,285,17
190,285,336
191,285,335
192,285,199
193,285,284
194,285,11
195,285,103
196,285,39
197,285,76
198,285,309
199,285,201
200,285,325
201,285,108
202,285,242
203,285,271
204,285,38
205,285,18
206,285,89
207,285,54
208,285,14
209,285,154
210,285,93
211,285,166
212,285,264
213,285,203
214,285,32
215,285,228
216,285,267
217,285,341
218,285,61
219,285,192
220,285,251
221,75,69
222,75,250
223,75,279
224,75,92
225,197,205
226,197,285
227,197,313
228,197,212
229,197,198
230,197,120
231,197,2
232,197,339
233,197,84
234,197,69
235,197,102
236,197,188
237,197,332
238,197,258
239,197,17
240,197,336
241,197,335
242,197,199
243,197,284
244,197,11
245,197,103
