,Source,Target
0,94,12
1,94,89
2,94,88
3,94,7
4,94,53
5,94,80
6,94,33
7,72,28
8,72,87
9,72,65
10,72,62
11,72,31
12,72,30
13,72,56
14,72,38
15,82,70
16,82,77
17,82,18
18,82,96
19,20,58
20,20,25
21,20,23
22,20,98
23,20,27
24,20,83
25,14,68
26,14,37
27,14,66
28,14,24
29,14,15
30,58,20
31,58,25
32,58,23
33,58,98
34,58,27
35,58,83
36,34,21
37,34,85
38,16,57
39,16,29
40,16,84
41,16,90
42,16,8
43,16,5
44,16,92
45,16,60
46,16,52
47,16,61
48,86,76
49,86,18
50,86,47
51,86,96
52,67,29
53,67,55
54,67,19
55,67,45
56,67,1
57,67,22
58,41,13
59,41,50
60,41,1
61,25,20
62,25,58
63,25,23
64,25,98
65,25,27
66,25,83
67,81,71
68,12,94
69,12,74
70,12,59
71,12,44
72,12,6
73,12,89
74,12,88
75,12,7
76,12,53
77,12,80
78,12,73
79,12,1
80,12,26
81,12,33
82,12,40
83,28,72
84,28,87
85,28,65
86,28,62
87,28,31
88,28,30
89,28,56
90,28,38
91,57,16
92,57,29
93,57,84
94,57,90
95,57,8
96,57,5
97,57,92
98,57,60
99,57,52
100,57,61
101,70,82
102,70,77
103,70,18
104,70,96
105,74,12
106,74,59
107,74,44
108,74,6
109,74,73
110,74,1
111,74,26
112,74,40
113,59,12
114,59,74
115,59,44
116,59,6
117,59,73
118,59,1
119,59,26
120,59,40
121,23,20
122,23,58
123,23,25
124,23,98
125,23,27
126,23,83
127,54,79
128,54,95
129,54,90
130,54,46
131,44,12
132,44,74
133,44,59
134,44,6
135,44,73
136,44,1
137,44,26
138,44,40
139,29,16
140,29,67
141,29,57
142,29,55
143,29,84
144,29,19
145,29,45
146,29,90
147,29,8
148,29,1
149,29,5
150,29,22
151,29,92
152,29,60
153,29,52
154,29,61
155,76,86
156,76,18
157,76,47
158,76,96
159,13,41
160,13,50
161,13,1
162,3,63
163,3,11
164,6,12
165,6,74
166,6,59
167,6,44
168,6,73
169,6,1
170,6,26
171,6,40
172,79,54
173,79,95
174,79,90
175,79,46
176,97,2
177,97,9
178,97,69
179,97,36
180,97,32
181,97,48
182,97,39
183,89,94
184,89,12
185,89,88
186,89,7
187,89,53
188,89,80
189,89,33
190,68,14
191,68,37
192,68,66
193,68,24
194,55,67
195,55,29
196,55,19
197,55,45
198,55,1
199,55,22
200,17,10
201,17,43
202,17,49
203,35,75
204,35,4
205,37,14
206,37,68
207,37,66
208,37,24
209,2,97
210,2,9
211,2,69
212,2,36
213,2,32
214,2,48
215,2,39
216,21,34
217,21,85
218,75,35
219,75,4
220,9,97
221,9,2
222,9,69
223,9,36
224,9,32
225,9,48
226,9,39
227,10,17
228,10,43
229,10,49
230,95,54
231,95,79
232,95,90
233,95,46
234,84,16
235,84,57
236,84,29
237,84,90
238,84,8
239,84,5
240,84,92
241,84,60
242,84,52
243,84,61
244,88,94
245,88,12
246,88,89
247,88,7
248,88,53
249,88,80
250,88,33
251,69,97
252,69,2
253,69,9
254,69,36
255,69,32
256,69,48
257,69,39
258,77,82
259,77,70
260,77,18
261,77,96
262,36,97
263,36,2
264,36,9
265,36,69
266,36,32
267,36,48
268,36,39
269,42,85
270,66,14
271,66,68
272,66,37
273,66,24
274,85,34
275,85,21
276,85,42
277,43,17
278,43,10
279,43,49
280,50,41
281,50,13
282,50,1
283,87,72
284,87,28
285,87,65
286,87,62
287,87,31
288,87,30
289,87,56
290,87,38
291,78,64
292,78,91
293,78,93
294,19,67
295,19,29
296,19,55
297,19,45
298,19,1
299,19,22
300,64,78
301,64,91
302,64,93
303,63,3
304,63,11
305,18,82
306,18,86
307,18,70
308,18,76
309,18,77
310,18,47
311,18,96
312,45,67
313,45,29
314,45,55
315,45,19
316,45,1
317,45,22
318,90,16
319,90,57
320,90,54
321,90,29
322,90,79
323,90,95
324,90,84
325,90,46
326,90,8
327,90,5
328,90,92
329,90,60
330,90,52
331,90,61
332,7,94
333,7,12
334,7,89
335,7,88
336,7,53
337,7,80
338,7,33
339,32,97
340,32,2
341,32,9
342,32,69
343,32,36
344,32,48
345,32,39
346,53,94
347,53,12
348,53,89
349,53,88
350,53,7
351,53,80
352,53,33
353,48,97
354,48,2
355,48,9
356,48,69
357,48,36
358,48,32
359,48,39
360,39,97
361,39,2
362,39,9
363,39,69
364,39,36
365,39,32
366,39,48
367,65,72
368,65,28
369,65,87
370,65,62
371,65,31
372,65,30
373,65,56
374,65,38
375,4,35
376,4,75
377,46,54
378,46,79
379,46,95
380,46,90
381,80,94
382,80,12
383,80,89
384,80,88
385,80,7
386,80,53
387,80,33
388,91,78
389,91,64
390,91,93
391,62,72
392,62,28
393,62,87
394,62,65
395,62,31
396,62,30
397,62,56
398,62,38
399,31,72
400,31,28
401,31,87
402,31,65
403,31,62
404,31,30
405,31,56
406,31,38
407,93,78
408,93,64
409,93,91
410,73,12
411,73,74
412,73,59
413,73,44
414,73,6
415,73,1
416,73,26
417,73,40
418,8,16
419,8,57
420,8,29
421,8,84
422,8,90
423,8,5
424,8,92
425,8,60
426,8,52
427,8,61
428,98,20
429,98,58
430,98,25
431,98,23
432,98,27
433,98,83
434,1,67
435,1,41
436,1,12
437,1,74
438,1,59
439,1,44
440,1,29
441,1,13
442,1,6
443,1,55
444,1,50
445,1,19
446,1,45
447,1,73
448,1,22
449,1,26
450,1,51
451,1,40
452,47,86
453,47,76
454,47,18
455,47,96
456,5,16
457,5,57
458,5,29
459,5,84
460,5,90
461,5,8
462,5,92
463,5,60
464,5,52
465,5,61
466,27,20
467,27,58
468,27,25
469,27,23
470,27,98
471,27,83
472,22,67
473,22,29
474,22,55
475,22,19
476,22,45
477,22,1
478,24,14
479,24,68
480,24,37
481,24,66
482,49,17
483,49,10
484,49,43
485,96,82
486,96,86
487,96,70
488,96,76
489,96,77
490,96,18
491,96,47
492,92,16
493,92,57
494,92,29
495,92,84
496,92,90
497,92,8
498,92,5
499,92,60
500,92,52
501,92,61
502,26,12
503,26,74
504,26,59
505,26,44
506,26,6
507,26,73
508,26,1
509,26,40
510,30,72
511,30,28
512,30,87
513,30,65
514,30,62
515,30,31
516,30,56
517,30,38
518,60,16
519,60,57
520,60,29
521,60,84
522,60,90
523,60,8
524,60,5
525,60,92
526,60,52
527,60,61
528,71,81
529,11,3
530,11,63
531,51,1
532,56,72
533,56,28
534,56,87
535,56,65
536,56,62
537,56,31
538,56,30
539,56,38
540,33,94
541,33,12
542,33,89
543,33,88
544,33,7
545,33,53
546,33,80
547,40,12
548,40,74
549,40,59
550,40,44
551,40,6
552,40,73
553,40,1
554,40,26
555,52,16
556,52,57
557,52,29
558,52,84
559,52,90
560,52,8
561,52,5
562,52,92
563,52,60
564,52,61
565,38,72
566,38,28
567,38,87
568,38,65
569,38,62
570,38,31
571,38,30
572,38,56
573,61,16
574,61,57
575,61,29
576,61,84
577,61,90
578,61,8
579,61,5
580,61,92
581,61,60
582,61,52
583,83,20
584,83,58
585,83,25
586,83,23
587,83,98
588,83,27
589,15,14
