,Source,Target
0,20,23
1,18,1
2,18,12
3,25,10
4,25,8
5,25,11
6,25,21
7,25,16
8,25,9
9,25,26
10,25,13
11,25,4
12,25,14
13,29,19
14,29,2
15,29,3
16,6,32
17,10,25
18,10,8
19,10,11
20,10,21
21,10,16
22,10,9
23,10,26
24,10,13
25,10,4
26,10,14
27,8,25
28,8,10
29,8,11
30,8,21
31,8,16
32,8,9
33,8,26
34,8,13
35,8,4
36,8,14
37,19,29
38,19,2
39,19,3
40,28,17
41,28,31
42,28,33
43,24,34
44,24,7
45,1,18
46,1,12
47,34,24
48,34,7
49,17,28
50,17,31
51,17,33
52,11,25
53,11,10
54,11,8
55,11,21
56,11,16
57,11,9
58,11,26
59,11,13
60,11,4
61,11,14
62,30,12
63,12,18
64,12,1
65,12,30
66,31,28
67,31,17
68,31,33
69,2,29
70,2,19
71,2,3
72,5,15
73,5,22
74,5,27
75,15,5
76,15,22
77,15,27
78,21,25
79,21,10
80,21,8
81,21,11
82,21,16
83,21,9
84,21,26
85,21,13
86,21,4
87,21,14
88,7,24
89,7,34
90,22,5
91,22,15
92,22,27
93,27,5
94,27,15
95,27,22
96,16,25
97,16,10
98,16,8
99,16,11
100,16,21
101,16,9
102,16,26
103,16,13
104,16,4
105,16,14
106,3,29
107,3,19
108,3,2
109,9,25
110,9,10
111,9,8
112,9,11
113,9,21
114,9,16
115,9,26
116,9,13
117,9,4
118,9,14
119,33,28
120,33,17
121,33,31
122,26,25
123,26,10
124,26,8
125,26,11
126,26,21
127,26,16
128,26,9
129,26,13
130,26,4
131,26,14
132,13,25
133,13,10
134,13,8
135,13,11
136,13,21
137,13,16
138,13,9
139,13,26
140,13,4
141,13,14
142,32,6
143,4,25
144,4,10
145,4,8
146,4,11
147,4,21
148,4,16
149,4,9
150,4,26
151,4,13
152,4,14
153,14,25
154,14,10
155,14,8
156,14,11
157,14,21
158,14,16
159,14,9
160,14,26
161,14,13
162,14,4
163,23,20
