,Source,Target
0,240,87
1,240,235
2,240,115
3,240,43
4,240,19
5,240,267
6,240,158
7,240,179
8,240,41
9,240,108
10,240,66
11,240,148
12,240,212
13,73,98
14,73,45
15,73,196
16,73,96
17,73,48
18,73,61
19,73,3
20,73,274
21,73,246
22,73,202
23,73,21
24,73,22
25,73,244
26,73,242
27,73,75
28,73,261
29,73,253
30,73,50
31,73,91
32,73,51
33,73,24
34,73,120
35,73,226
36,73,172
37,73,55
38,73,233
39,73,34
40,73,186
41,73,27
42,73,117
43,73,78
44,73,262
45,73,178
46,73,68
47,73,189
48,73,271
49,73,215
50,73,257
51,73,69
52,73,110
53,73,153
54,73,272
55,73,279
56,73,188
57,73,35
58,73,217
59,87,240
60,87,235
61,87,115
62,87,43
63,87,19
64,87,267
65,87,158
66,87,179
67,87,41
68,87,108
69,87,66
70,87,148
71,87,212
72,263,43
73,263,252
74,263,250
75,263,25
76,263,160
77,263,222
78,263,116
79,223,94
80,223,107
81,223,111
82,223,65
83,223,167
84,223,102
85,223,60
86,223,42
87,223,174
88,132,197
89,132,74
90,132,276
91,132,169
92,132,114
93,132,62
94,132,97
95,132,100
96,132,256
97,132,49
98,132,245
99,132,195
100,131,190
101,131,7
102,207,93
103,207,248
104,207,185
105,207,177
106,207,109
107,207,103
108,207,13
109,207,128
110,98,73
111,98,45
112,98,196
113,98,96
114,98,48
115,98,61
116,98,3
117,98,274
118,98,246
119,98,202
120,98,21
121,98,22
122,98,244
123,98,242
124,98,75
125,98,261
126,98,253
127,98,50
128,98,91
129,98,51
130,98,24
131,98,120
132,98,226
133,98,172
134,98,55
135,98,233
136,98,34
137,98,186
138,98,27
139,98,117
140,98,78
141,98,262
142,98,178
143,98,68
144,98,189
145,98,271
146,98,215
147,98,257
148,98,69
149,98,110
150,98,153
151,98,272
152,98,279
153,98,188
154,98,35
155,98,217
156,225,202
157,225,214
158,225,63
159,225,265
160,45,73
161,45,98
162,45,196
163,45,96
164,45,48
165,45,61
166,45,3
167,45,274
168,45,246
169,45,202
170,45,21
171,45,22
172,45,244
173,45,242
174,45,75
175,45,261
176,45,253
177,45,50
178,45,91
179,45,51
180,45,24
181,45,120
182,45,226
183,45,172
184,45,55
185,45,233
186,45,34
187,45,186
188,45,27
189,45,117
190,45,78
191,45,262
192,45,178
193,45,68
194,45,189
195,45,271
196,45,215
197,45,257
198,45,69
199,45,110
200,45,153
201,45,272
202,45,279
203,45,188
204,45,35
205,45,217
206,203,36
207,203,23
208,203,3
209,203,266
210,203,31
211,203,146
212,203,268
213,203,239
214,203,163
215,203,29
216,203,123
217,203,144
218,203,1
219,203,157
220,203,138
221,203,269
222,203,171
223,203,156
224,203,232
225,203,26
226,203,100
227,203,64
228,203,56
229,203,258
230,203,2
231,203,121
232,203,119
233,203,270
234,203,234
235,203,189
236,203,95
237,203,103
238,203,84
239,203,194
240,203,199
241,203,122
242,203,251
243,71,165
244,71,88
245,71,82
246,71,28
247,71,90
248,71,227
249,46,191
250,46,127
251,46,184
252,46,83
253,46,47
254,76,106
255,76,91
256,76,126
257,76,211
258,76,5
259,76,180
260,76,237
261,76,154
262,94,223
263,94,107
264,94,111
265,94,65
266,94,167
267,94,102
268,94,60
269,94,42
270,94,174
271,196,73
272,196,98
273,196,45
274,196,96
275,196,48
276,196,61
277,196,3
278,196,274
279,196,246
280,196,202
281,196,21
282,196,22
283,196,244
284,196,242
285,196,75
286,196,261
287,196,253
288,196,50
289,196,91
290,196,51
291,196,24
292,196,120
293,196,226
294,196,172
295,196,55
296,196,233
297,196,34
298,196,186
299,196,27
300,196,117
301,196,78
302,196,262
303,196,178
304,196,68
305,196,189
306,196,271
307,196,215
308,196,257
309,196,69
310,196,110
311,196,153
312,196,272
313,196,279
314,196,188
315,196,35
316,196,217
317,165,71
318,165,88
319,165,82
320,165,28
321,165,90
322,165,227
323,238,183
324,238,58
325,238,30
326,238,20
327,238,105
328,238,259
329,238,201
330,238,257
331,235,240
332,235,87
333,235,115
334,235,43
335,235,19
336,235,267
337,235,158
338,235,179
339,235,41
340,235,108
341,235,66
342,235,148
343,235,212
344,118,77
345,118,230
346,96,73
347,96,98
348,96,45
349,96,196
350,96,48
351,96,61
352,96,3
353,96,274
354,96,246
355,96,202
356,96,21
357,96,22
358,96,244
359,96,242
360,96,75
361,96,261
362,96,253
363,96,50
364,96,91
365,96,51
366,96,24
367,96,120
368,96,226
369,96,172
370,96,55
371,96,233
372,96,34
373,96,186
374,96,27
375,96,117
376,96,78
377,96,262
378,96,178
379,96,68
380,96,189
381,96,271
382,96,215
383,96,257
384,96,69
385,96,110
386,96,153
387,96,272
388,96,279
389,96,188
390,96,35
391,96,217
392,48,73
393,48,98
394,48,45
395,48,196
396,48,96
397,48,61
398,48,3
399,48,274
400,48,228
401,48,164
402,48,85
403,48,246
404,48,202
405,48,21
406,48,22
407,48,200
408,48,244
409,48,242
410,48,99
411,48,75
412,48,261
413,48,253
414,48,50
415,48,91
416,48,229
417,48,51
418,48,24
419,48,120
420,48,226
421,48,172
422,48,55
423,48,233
424,48,34
425,48,255
426,48,186
427,48,27
428,48,117
429,48,78
430,48,262
431,48,193
432,48,33
433,48,178
434,48,16
435,48,68
436,48,189
437,48,271
438,48,215
439,48,257
440,48,69
441,48,110
442,48,153
443,48,249
444,48,272
445,48,279
446,48,188
447,48,35
448,48,152
449,48,40
450,48,217
451,48,79
452,36,203
453,36,23
454,36,3
455,36,266
456,36,31
457,36,146
458,36,268
459,36,239
460,36,163
461,36,29
462,36,123
463,36,144
464,36,1
465,36,157
466,36,138
467,36,269
468,36,171
469,36,156
470,36,232
471,36,26
472,36,100
473,36,64
474,36,56
475,36,258
476,36,2
477,36,121
478,36,119
479,36,270
480,36,234
481,36,189
482,36,95
483,36,103
484,36,84
485,36,194
486,36,199
487,36,122
488,36,251
489,241,213
490,241,63
491,241,140
492,241,265
493,61,73
494,61,98
495,61,45
496,61,196
497,61,96
498,61,48
499,61,3
500,61,274
501,61,246
502,61,202
503,61,21
504,61,22
505,61,244
506,61,242
507,61,75
508,61,261
509,61,253
510,61,50
511,61,91
512,61,51
513,61,24
514,61,120
515,61,226
516,61,172
517,61,55
518,61,233
519,61,34
520,61,186
521,61,27
522,61,117
523,61,78
524,61,262
525,61,178
526,61,68
527,61,189
528,61,271
529,61,215
530,61,257
531,61,69
532,61,110
533,61,153
534,61,272
535,61,279
536,61,188
537,61,35
538,61,217
539,23,203
540,23,36
541,23,3
542,23,266
543,23,31
544,23,146
545,23,268
546,23,239
547,23,163
548,23,29
549,23,123
550,23,144
551,23,1
552,23,157
553,23,138
554,23,269
555,23,171
556,23,156
557,23,232
558,23,26
559,23,100
560,23,64
561,23,56
562,23,258
563,23,2
564,23,121
565,23,119
566,23,270
567,23,234
568,23,189
569,23,95
570,23,103
571,23,84
572,23,194
573,23,199
574,23,122
575,23,251
576,187,99
577,187,162
578,187,67
579,187,137
580,187,4
581,187,81
582,133,44
583,133,147
584,133,4
585,175,91
586,175,218
587,175,154
588,3,73
589,3,98
590,3,45
591,3,203
592,3,196
593,3,96
594,3,48
595,3,36
596,3,61
597,3,23
598,3,274
599,3,266
600,3,31
601,3,146
602,3,268
603,3,239
604,3,246
605,3,202
606,3,163
607,3,21
608,3,22
609,3,29
610,3,123
611,3,244
612,3,242
613,3,144
614,3,75
615,3,1
616,3,261
617,3,157
618,3,253
619,3,138
620,3,269
621,3,171
622,3,156
623,3,50
624,3,91
625,3,51
626,3,24
627,3,120
628,3,226
629,3,172
630,3,232
631,3,55
632,3,233
633,3,34
634,3,26
635,3,100
636,3,186
637,3,27
638,3,117
639,3,64
640,3,56
641,3,78
642,3,258
643,3,2
644,3,121
645,3,119
646,3,270
647,3,262
648,3,234
649,3,178
650,3,68
651,3,189
652,3,271
653,3,215
654,3,95
655,3,257
656,3,69
657,3,110
658,3,153
659,3,103
660,3,84
661,3,194
662,3,272
663,3,279
664,3,188
665,3,35
666,3,199
667,3,122
668,3,251
669,3,217
670,197,132
671,197,74
672,197,276
673,197,169
674,197,114
675,197,62
676,197,97
677,197,100
678,197,256
679,197,49
680,197,245
681,197,195
682,182,275
683,182,27
684,182,49
685,182,245
686,182,273
687,274,73
688,274,98
689,274,45
690,274,196
691,274,96
692,274,48
693,274,61
694,274,3
695,274,246
696,274,202
697,274,21
698,274,22
699,274,244
700,274,242
701,274,75
702,274,261
703,274,253
704,274,50
705,274,91
706,274,51
707,274,24
708,274,120
709,274,226
710,274,172
711,274,55
712,274,233
713,274,34
714,274,186
715,274,27
716,274,117
717,274,78
718,274,262
719,274,178
720,274,68
721,274,189
722,274,271
723,274,215
724,274,257
725,274,69
726,274,110
727,274,153
728,274,272
729,274,279
730,274,188
731,274,35
732,274,217
733,107,223
734,107,94
735,107,111
736,107,65
737,107,167
738,107,102
739,107,60
740,107,42
741,107,174
742,115,240
743,115,87
744,115,235
745,115,43
746,115,19
747,115,267
748,115,158
749,115,179
750,115,41
751,115,108
752,115,66
753,115,148
754,115,212
755,88,71
756,88,165
757,88,82
758,88,28
759,88,90
760,88,227
761,266,203
762,266,36
763,266,23
764,266,3
765,266,31
766,266,146
767,266,268
768,266,239
769,266,163
770,266,29
771,266,123
772,266,144
773,266,1
774,266,157
775,266,138
776,266,269
777,266,171
778,266,156
779,266,232
780,266,26
781,266,100
782,266,64
783,266,56
784,266,258
785,266,2
786,266,121
787,266,119
788,266,270
789,266,234
790,266,189
791,266,95
792,266,103
793,266,84
794,266,194
795,266,199
796,266,122
797,266,251
798,224,206
799,111,223
800,111,94
801,111,107
802,111,65
803,111,167
804,111,102
805,111,60
806,111,42
807,111,174
808,31,203
809,31,36
810,31,23
811,31,3
812,31,266
813,31,146
814,31,268
815,31,239
816,31,163
817,31,29
818,31,123
819,31,144
820,31,1
821,31,157
822,31,138
823,31,269
824,31,171
825,31,156
826,31,232
827,31,26
828,31,100
829,31,64
830,31,56
831,31,258
832,31,2
833,31,121
834,31,119
835,31,270
836,31,234
837,31,189
838,31,95
839,31,103
840,31,84
841,31,194
842,31,199
843,31,122
844,31,251
845,43,240
846,43,87
847,43,263
848,43,235
849,43,115
850,43,202
851,43,208
852,43,168
853,43,136
854,43,204
855,43,18
856,43,19
857,43,252
858,43,267
859,43,231
860,43,278
861,43,250
862,43,158
863,43,25
864,43,160
865,43,92
866,43,222
867,43,179
868,43,209
869,43,236
870,43,4
871,43,41
872,43,57
873,43,108
874,43,66
875,43,148
876,43,89
877,43,212
878,43,116
879,43,130
880,93,207
881,93,248
882,93,185
883,93,177
884,93,109
885,93,103
886,93,13
887,93,128
888,146,203
889,146,36
890,146,23
891,146,3
892,146,266
893,146,31
894,146,268
895,146,239
896,146,163
897,146,29
898,146,123
899,146,144
900,146,1
