,Source,Target
0,17,1
1,17,11
2,22,9
3,22,7
4,22,10
5,22,19
6,22,15
7,22,8
8,22,23
9,22,12
10,22,4
11,22,13
12,26,18
13,26,2
14,26,3
15,9,22
16,9,7
17,9,10
18,9,19
19,9,15
20,9,8
21,9,23
22,9,12
23,9,4
24,9,13
25,7,22
26,7,9
27,7,10
28,7,19
29,7,15
30,7,8
31,7,23
32,7,12
33,7,4
34,7,13
35,18,26
36,18,2
37,18,3
38,25,16
39,25,28
40,25,29
41,21,30
42,21,6
43,1,17
44,1,11
45,30,21
46,30,6
47,16,25
48,16,28
49,16,29
50,10,22
51,10,9
52,10,7
53,10,19
54,10,15
55,10,8
56,10,23
57,10,12
58,10,4
59,10,13
60,27,11
61,11,17
62,11,1
63,11,27
64,28,25
65,28,16
66,28,29
67,2,26
68,2,18
69,2,3
70,5,14
71,5,20
72,5,24
73,14,5
74,14,20
75,14,24
76,19,22
77,19,9
78,19,7
79,19,10
80,19,15
81,19,8
82,19,23
83,19,12
84,19,4
85,19,13
86,6,21
87,6,30
88,20,5
89,20,14
90,20,24
91,24,5
92,24,14
93,24,20
94,15,22
95,15,9
96,15,7
97,15,10
98,15,19
99,15,8
100,15,23
101,15,12
102,15,4
103,15,13
104,3,26
105,3,18
106,3,2
107,8,22
108,8,9
109,8,7
110,8,10
111,8,19
112,8,15
113,8,23
114,8,12
115,8,4
116,8,13
117,29,25
118,29,16
119,29,28
120,23,22
121,23,9
122,23,7
123,23,10
124,23,19
125,23,15
126,23,8
127,23,12
128,23,4
129,23,13
130,12,22
131,12,9
132,12,7
133,12,10
134,12,19
135,12,15
136,12,8
137,12,23
138,12,4
139,12,13
140,4,22
141,4,9
142,4,7
143,4,10
144,4,19
145,4,15
146,4,8
147,4,23
148,4,12
149,4,13
150,13,22
151,13,9
152,13,7
153,13,10
154,13,19
155,13,15
156,13,8
157,13,23
158,13,12
159,13,4
