,Source,Target
0,14,1
1,14,9
2,18,7
3,18,5
4,18,8
5,18,15
6,18,13
7,18,6
8,18,19
9,18,10
10,18,2
11,18,11
12,7,18
13,7,5
14,7,8
15,7,15
16,7,13
17,7,6
18,7,19
19,7,10
20,7,2
21,7,11
22,5,18
23,5,7
24,5,8
25,5,15
26,5,13
27,5,6
28,5,19
29,5,10
30,5,2
31,5,11
32,17,22
33,17,4
34,1,14
35,1,9
36,22,17
37,22,4
38,8,18
39,8,7
40,8,5
41,8,15
42,8,13
43,8,6
44,8,19
45,8,10
46,8,2
47,8,11
48,21,9
49,9,14
50,9,1
51,9,21
52,3,12
53,3,16
54,3,20
55,12,3
56,12,16
57,12,20
58,15,18
59,15,7
60,15,5
61,15,8
62,15,13
63,15,6
64,15,19
65,15,10
66,15,2
67,15,11
68,4,17
69,4,22
70,16,3
71,16,12
72,16,20
73,20,3
74,20,12
75,20,16
76,13,18
77,13,7
78,13,5
79,13,8
80,13,15
81,13,6
82,13,19
83,13,10
84,13,2
85,13,11
86,6,18
87,6,7
88,6,5
89,6,8
90,6,15
91,6,13
92,6,19
93,6,10
94,6,2
95,6,11
96,19,18
97,19,7
98,19,5
99,19,8
100,19,15
101,19,13
102,19,6
103,19,10
104,19,2
105,19,11
106,10,18
107,10,7
108,10,5
109,10,8
110,10,15
111,10,13
112,10,6
113,10,19
114,10,2
115,10,11
116,2,18
117,2,7
118,2,5
119,2,8
120,2,15
121,2,13
122,2,6
123,2,19
124,2,10
125,2,11
126,11,18
127,11,7
128,11,5
129,11,8
130,11,15
131,11,13
132,11,6
133,11,19
134,11,10
135,11,2
